date,edit_count
2016-06-16,1
2016-06-17,4
2016-06-18,2
2016-06-19,2
2016-06-21,3
2016-06-23,4
2016-06-28,1
2016-06-29,8
2016-06-30,3
2016-07-05,1
2016-07-07,1
2016-07-08,3
2016-07-10,5
2016-07-11,3
2016-07-20,3
2016-07-21,1
2016-07-26,1
2016-07-29,1
2016-08-05,3
2016-08-08,1
2016-08-11,2
2016-08-18,2
2016-08-19,1
2016-08-20,1
2016-08-23,1
2016-08-24,2
2016-08-28,1
2016-09-01,2
2016-09-02,1
2016-09-07,7
2016-09-08,1
2016-09-15,2
2016-09-16,1
2016-09-17,1
2016-09-18,1
2016-09-19,2
2016-09-27,3
2016-09-28,2
2016-09-29,6
2016-09-30,3
2016-10-01,2
2016-10-02,3
2016-10-03,4
2016-10-05,6
2016-10-06,2
2016-10-07,7
2016-10-09,1
2016-10-12,5
2016-10-13,8
2016-10-14,2
2016-10-15,2
2016-10-16,1
2016-10-17,2
2016-10-18,3
2016-10-22,4
2016-10-26,1
2016-10-27,1
2016-11-02,4
2016-11-03,1
2016-11-05,1
2016-11-07,5
2016-11-11,1
2016-11-12,4
2016-11-13,1
2016-11-14,2
2016-11-15,1
2016-11-18,1
2016-11-23,2
2016-11-26,1
2016-11-28,2
2016-11-29,3
2016-12-03,4
2016-12-04,5
2016-12-05,1
2016-12-11,1
2016-12-14,1
2016-12-15,1
2016-12-17,2
2016-12-18,1
2016-12-20,1
2016-12-25,1
2016-12-27,3
2016-12-30,1
2017-01-02,1
2017-01-03,4
2017-01-07,1
2017-01-08,1
2017-01-16,2
2017-01-17,2
2017-01-27,1
2017-02-16,1
2017-02-20,1
2017-02-26,2
2017-02-27,3
2017-03-03,6
2017-03-06,2
2017-03-10,1
2017-03-20,3
2017-03-23,1
2017-03-26,3
2017-03-27,2
2017-03-28,1
2017-03-29,2
2017-04-01,1
2017-04-05,2
2017-04-28,1
2017-05-15,1
2017-05-16,1
2017-05-23,1
2017-05-26,5
2017-06-05,1
2017-06-06,2
2017-06-07,4
2017-06-14,1
2017-06-17,1
2017-06-23,1
2017-06-24,1
2017-07-01,2
2017-08-04,1
2017-08-14,1
2017-08-18,1
2017-08-25,2
2017-09-08,1
2017-09-20,2
2017-09-28,1
2017-09-29,1
2017-11-25,3
2017-12-01,1
2017-12-02,4
2017-12-07,8
2017-12-18,1
2018-01-08,2
2018-03-08,2
2018-03-10,3
2018-03-26,1
2018-03-30,1
2018-05-01,2
2018-05-04,1
2018-05-06,1
2018-06-29,1
2018-07-04,1
2018-07-05,1
2018-07-29,1
2018-08-08,1
2018-08-09,3
2018-08-16,4
2018-09-06,1
2018-10-18,2
2018-10-22,1
2018-10-27,1
2018-12-10,1
2019-01-11,2
2019-01-13,2
2019-03-03,1
2019-03-25,1
2019-04-08,1
2019-04-17,3
2019-04-18,2
2019-04-21,2
2019-04-28,1
2019-05-11,1
2019-05-23,1
2019-05-29,1
2019-06-30,1
2019-07-05,1
2019-07-07,1
2019-07-09,1
2019-08-12,1
2019-09-04,1
2019-09-14,2
2019-09-23,1
2019-09-26,1
2019-10-09,2
2019-10-24,1
2019-11-14,1
2019-11-17,2
2019-11-24,1
2019-11-30,1
2020-01-03,2
2020-01-07,3
2020-01-09,1
2020-01-27,1
2020-03-17,1
2020-03-20,1
2020-04-02,1
2020-04-07,1
2020-04-12,2
2020-05-08,1
2020-05-29,2
2020-06-11,1
2020-06-12,1
2020-06-24,2
2020-06-28,1
2020-07-16,1
2020-08-12,1
2020-09-13,2
2020-09-19,1
2020-09-21,8
2020-09-22,1
2020-10-04,1
2020-10-05,1
2020-10-21,1
2020-11-02,2
2020-11-08,1
2020-11-11,2
2020-11-12,1
2020-11-16,1
2020-11-19,1
2020-11-27,1
2020-12-01,1
2020-12-02,2
2020-12-08,2
2020-12-31,1
2021-01-05,1
2021-01-11,1
2021-01-30,2
2021-02-07,1
2021-02-17,1
2021-02-23,1
2021-03-03,2
2021-03-06,2
2021-03-21,1
2021-05-10,2
2021-08-04,1
2021-08-07,1
2021-09-06,4
2021-10-21,2
2021-11-02,1
2021-11-29,2
2022-01-02,1
2022-01-05,3
2022-01-09,2
2022-01-22,2
2022-01-26,1
2022-02-04,1
2022-02-06,1
2022-02-10,1
2022-02-19,1
2022-05-19,1
2022-05-29,1
2022-07-21,2
2022-07-24,1
2022-08-08,1
2022-08-15,1
2022-09-06,1
2022-09-10,2
2022-09-13,2
2022-10-06,1
2022-10-27,4
2022-10-28,3
2022-11-14,4
2022-11-26,1
2022-12-06,4
2022-12-20,2
2023-01-05,1
2023-01-15,2
2023-01-31,1
2023-02-06,1
2023-02-12,1
2023-02-21,1
2023-02-24,1
2023-05-25,1
2023-06-01,1
2023-07-22,1
2023-08-22,1
2023-12-22,1
2024-04-02,1
2024-04-27,1
2024-05-03,1
2024-05-22,1
2024-09-01,1
2024-09-10,1
2024-09-30,1
2024-10-11,1
2024-10-17,1
2024-10-30,1
2024-12-14,1
2025-02-03,2
2025-03-10,1
2025-06-17,1
2025-08-15,1
2025-11-04,1
2026-02-01,1
2026-02-27,3
2026-03-12,1
2026-03-26,1
2026-04-01,1
2026-04-26,1
2026-05-07,3
2026-05-19,1
2026-05-26,1
2026-06-18,1
